Zcand_m,Zcand_recoil_m,Zcand_q
82.771,143.98944,0
90.74136,126.37973,0
94.398575,104.89639,0
92.863785,125.41259,0
91.065994,127.301445,0
81.11542,136.79709,0
93.62539,122.501396,0
90.7979,128.16953,0
89.65743,129.36609,0
96.62831,122.208694,0
89.96116,129.47221,0
93.48021,114.61032,0
87.029144,129.58485,0
92.56323,125.66074,0
87.87432,134.19864,0
96.13401,123.88443,0
91.089516,119.04675,0
90.44188,122.06901,0
91.36015,127.11288,0
90.78442,128.62257,0
91.05179,128.00232,0
90.369835,127.20259,0
91.03889,127.24488,0
95.09686,123.48392,0
87.83475,134.69524,0
92.38826,147.15901,0
93.89859,105.61407,0
99.507126,121.04513,0
89.006615,131.57423,0
92.78664,107.46114,0
90.31416,128.71672,0
85.160416,134.66577,0
90.31075,129.1919,0
91.480705,118.62423,0
92.44074,127.261925,0
88.300064,135.93036,0
91.49649,117.64082,0
89.552414,128.22282,0
88.796394,143.03139,0
91.20724,126.55887,0
87.328545,129.13733,0
97.72973,101.208565,0
90.11899,140.89189,0
92.07193,123.56535,0
92.392006,125.10836,0
89.33123,130.59663,0
96.58179,123.467545,0
94.02821,122.283295,0
91.613846,125.62096,0
90.130806,128.18579,0
92.28725,131.20659,0
91.8959,126.47076,0
89.92591,127.02169,0
92.81687,125.93538,0
92.208824,126.85796,0
91.28756,126.879524,0
92.579636,125.47361,0
91.64234,135.04834,0
90.81395,126.40539,0
92.32886,114.98932,0
89.501114,132.82191,0
99.23955,123.93442,0
92.587265,133.71704,0
91.57104,126.56821,0
91.21714,127.99039,0
90.369804,124.26407,0
91.633896,133.65794,0
91.168686,133.34668,0
87.057175,134.32413,0
95.20594,122.3336,0
84.312744,137.41147,0
91.42505,126.469635,0
90.82253,127.104706,0
88.2174,129.61768,0
97.32404,106.07739,0
98.9353,120.57019,0
90.57703,125.7334,0
83.19173,143.28906,0
92.365715,109.52265,0
92.98875,125.23478,0
91.2502,125.73834,0
91.47457,126.00522,0
89.55763,127.72662,0
91.60222,131.6196,0
92.201645,140.6888,0
93.301994,124.72669,0
89.34265,127.91021,0
91.29222,126.50821,0
96.03292,125.73342,0
94.51518,124.104805,0
90.40574,127.65533,0
90.281136,127.73605,0
92.6771,126.621376,0
90.67133,120.27687,0
90.57031,114.68031,0
88.6553,130.66858,0
90.96286,126.01611,0
90.615906,126.473755,0
92.52042,133.537,0
88.80882,129.0776,0
94.620895,126.17395,0
91.53743,126.80468,0
91.971275,111.39187,0
98.78697,122.22049,0
93.01156,124.88216,0
90.567986,125.682495,0
88.41842,144.7006,0
90.609314,126.46752,0
92.01992,127.49883,0
96.310486,122.123505,0
90.675064,127.727776,0
93.05997,125.91038,0
90.9498,128.65244,0
91.01572,126.8402,0
90.45262,127.79468,0
89.769325,129.4806,0
84.15992,141.79773,0
92.20808,128.20354,0
92.43943,125.902275,0
88.1013,130.20734,0
90.60445,139.32175,0
92.22412,128.01126,0
90.941605,134.63705,0
89.82072,128.92165,0
91.256,126.441635,0
93.148224,109.12008,0
92.59465,129.93839,0
90.9956,128.4638,0
80.45965,135.54277,0
91.23108,127.37151,0
91.87956,126.36558,0
90.98825,128.6852,0
92.881775,125.33149,0
91.666695,126.163826,0
93.43235,124.92295,0
92.81191,125.77565,0
80.23586,136.28853,0
89.82099,131.21837,0
88.610176,134.48706,0
94.1193,131.67256,0
91.322014,127.31764,0
83.2374,115.76348,0
84.05297,144.73546,0
90.254585,127.26111,0
91.77979,127.76326,0
90.61114,130.09084,0
90.37866,127.94204,0
93.71786,124.27231,0
91.6453,142.29988,0
89.89329,128.8546,0
90.96161,126.8883,0
91.135086,124.21117,0
84.23055,141.55292,0
89.42173,128.42393,0
91.94476,126.04816,0
88.94137,144.70946,0
91.27245,126.775085,0
94.16978,124.98146,0
93.85724,130.9051,0
88.89248,132.55376,0
91.65852,145.13283,0
85.25775,114.48804,0
91.61042,144.52275,0
91.51267,127.36316,0
96.9313,113.61651,0
89.55623,125.1334,0
93.52789,125.603745,0
98.81945,122.31852,0
98.97368,135.54205,0
92.52572,132.20287,0
92.1139,125.59494,0
91.48868,127.05856,0
93.20378,106.813576,0
89.46925,129.54803,0
97.97331,109.75007,0
91.48959,125.96347,0
88.05095,112.778625,0
80.82694,139.09506,0
99.86214,107.152596,0
90.56909,129.9824,0
90.89438,123.68625,0
92.36664,127.27815,0
89.64441,139.79497,0
92.15459,141.46783,0
95.299034,123.534065,0
91.79764,127.29004,0
90.47974,127.212204,0
92.12114,126.233765,0
91.45124,127.95909,0
91.16838,127.292435,0
90.35613,137.41098,0
93.700134,123.57742,0
87.68441,133.56386,0
89.56708,128.44923,0
92.90023,146.95508,0
86.62051,133.34074,0
89.927086,129.63692,0
91.406815,126.651024,0
99.839584,117.43148,0
92.73013,123.62224,0
90.82094,128.99712,0
83.40088,135.20493,0
88.36411,133.83994,0
81.00911,145.61073,0
87.20122,132.7928,0
80.650925,146.07382,0
88.132965,141.52495,0
92.79532,108.1902,0
93.05782,127.31388,0
91.00428,136.92906,0
87.25835,135.81752,0
91.68521,125.23069,0
91.87036,131.43202,0
90.12696,128.08206,0
90.00676,126.81266,0
91.82069,143.57106,0
89.88692,127.64197,0
88.58728,129.24802,0
90.09128,141.98201,0
89.76481,138.62811,0
86.72251,132.63593,0
92.45678,125.59976,0
94.142044,124.612,0
91.01497,126.9152,0
90.64425,130.21635,0
93.34449,124.80087,0
91.2638,126.03707,0
89.13891,130.89334,0
83.686966,117.245514,0
91.551704,130.1273,0
85.17223,115.471375,0
92.41227,124.52984,0
90.97455,132.76561,0
90.38708,143.4052,0
89.63825,128.00241,0
81.89247,135.07094,0
90.63304,128.17651,0
96.99261,121.38253,0
91.53558,126.61297,0
91.52841,133.69258,0
90.0239,124.01761,0
93.200775,124.36299,0
89.45499,128.98859,0
88.92593,129.0863,0
92.72651,125.17866,0
94.77416,107.91684,0
93.48592,125.47804,0
91.89256,139.80357,0
90.641,126.93914,0
88.64244,129.20802,0
85.27228,132.11314,0
89.01273,131.08557,0
89.51413,117.87487,0
89.272156,131.60222,0
87.243385,118.83526,0
93.81873,126.96299,0
92.73252,126.684326,0
90.99939,128.94986,0
88.83012,128.72783,0
90.95021,126.817345,0
90.140594,108.34489,0
91.69198,126.47257,0
90.39871,126.93974,0
87.77862,144.2891,0
89.58118,129.68275,0
91.173225,125.8333,0
89.774,134.46426,0
92.08184,126.326065,0
95.86794,122.94782,0
89.03406,118.38707,0
90.482025,146.49039,0
90.05817,113.38238,0
91.6728,126.751335,0
91.41509,128.94887,0
94.32141,105.89666,0
92.33755,125.317154,0
90.71438,126.52593,0
90.49509,138.94727,0
90.54457,127.16777,0
94.355095,139.1595,0
90.45076,126.91141,0
86.702446,128.97386,0
93.748985,123.32513,0
85.06853,149.16374,0
90.42631,125.63144,0
89.63571,109.90425,2
92.80126,125.66309,0
92.68919,132.82898,0
93.46137,126.338356,0
89.536934,136.70503,0
96.67269,124.80738,0
91.572174,127.0434,0
88.659676,149.49477,0
89.23014,131.56152,0
94.98025,123.901245,0
93.5684,124.52808,0
89.78926,123.120476,0
89.51782,127.88262,0
81.176994,150.62964,0
91.46159,126.669525,0
89.95771,127.744446,0
84.075485,132.73544,0
88.16355,129.66203,0
91.318405,125.36796,0
96.691956,122.338646,0
89.72744,128.44417,0
90.62195,128.97691,0
88.54503,134.02594,0
92.05221,125.86371,0
84.72611,134.85828,0
88.9363,119.71538,0
90.562416,127.71987,0
89.46592,114.64344,0
94.04184,128.23343,0
92.86772,125.69323,0
87.49826,146.34811,0
88.64774,131.32465,0
91.56844,127.23407,0
88.34044,135.55118,0
88.911385,137.2102,0
87.47382,130.22346,0
90.5167,141.93222,0
99.015656,120.51689,0
90.175064,127.73133,0
93.22969,129.02171,0
92.22322,127.146355,0
89.92729,132.51195,0
90.86502,127.301,0
98.47803,121.79011,0
91.5796,127.02382,0
91.76213,126.472046,0
99.14722,125.196945,0
91.465454,127.71204,0
88.1384,133.19739,0
86.439766,134.79413,0
91.48812,128.73322,0
87.755516,126.27012,0
96.889366,123.45493,0
99.28881,120.87804,0
93.752106,123.27989,0
90.906715,125.96069,0
87.34413,136.13097,0
94.61091,124.24953,0
90.207695,126.54143,0
90.22559,127.64315,0
91.17934,127.01417,0
94.73233,131.07712,0
90.45266,128.04247,0
99.8508,119.55849,0
90.692764,129.49063,0
89.95492,130.62498,0
92.39922,126.14815,0
92.2123,124.055984,0
91.76635,127.24749,0
93.77736,124.36984,0
90.887886,117.9573,0
95.91126,123.35893,0
94.40772,126.094,0
89.76949,148.82599,0
91.89462,125.216385,0
93.322266,124.625946,0
88.16258,135.4103,0
92.92124,124.976295,0
92.481186,127.128265,0
86.86503,131.88118,0
95.10767,112.70205,-2
95.51571,123.42457,0
91.082436,129.82582,0
90.93056,115.770706,0
92.65028,143.30675,2
90.19578,129.29204,0
92.01305,126.94846,0
83.78706,133.02222,0
90.27369,126.982216,0
93.5206,105.5129,0
93.392746,125.7839,0
91.66237,137.73212,0
87.91049,131.71379,0
93.591446,126.03091,0
91.66842,126.42793,0
90.113014,128.06337,0
88.90835,128.4408,0
93.957825,124.41727,0
90.99424,129.45467,0
91.37613,125.52563,0
93.26188,127.14475,0
82.40176,148.00201,0
92.54073,131.76505,0
90.50173,127.125885,0
90.28425,136.55731,0
91.54256,120.44811,0
93.947426,128.16281,0
93.61159,128.68172,0
89.43671,128.71803,0
91.92272,133.14407,0
96.22311,120.711624,0
89.66668,127.08262,0
92.936325,124.21262,0
89.217514,136.75905,0
94.68862,126.205124,0
90.96004,130.2269,0
91.64857,138.99496,0
93.83271,126.770706,0
83.66732,139.61406,0
91.917114,127.08956,0
93.05671,126.86087,0
92.462296,126.479095,0
99.57945,130.77118,0
91.566475,126.38908,0
91.54423,132.4258,0
91.124214,111.09037,0
92.53661,126.039986,0
91.56701,126.06642,0
91.51521,127.7495,0
92.207855,139.11578,0
86.02844,153.59464,0
90.7525,127.182655,0
93.264496,125.53469,0
90.24577,127.85532,0
91.78913,145.1046,0
91.61925,135.95625,0
91.2712,125.948906,0
94.620415,118.36611,0
91.07631,126.9037,0
90.45921,127.61886,0
91.25302,127.16011,0
89.70194,129.08353,0
90.70569,126.3523,0
91.73281,125.08017,0
90.73266,127.78865,0
85.45925,144.3874,0
91.05719,135.16267,0
91.31308,133.67717,0
90.09068,138.85187,0
90.86648,132.49948,0
87.82072,131.78578,0
92.44353,124.93078,0
91.020134,143.32878,0
97.91523,103.29865,0
92.278114,136.692,0
87.76192,129.97624,0
92.786736,106.94817,0
90.882706,128.98418,0
92.96831,123.295204,0
92.44173,139.28937,0
84.87527,144.65005,0
88.63986,129.87096,0
83.574326,137.30202,0
90.75934,127.06833,0
91.98302,109.98332,0
88.50786,128.8821,0
97.87532,121.47046,0
84.64368,145.0244,2
89.84795,121.61318,0
88.34859,128.95868,0
90.658165,123.1055,0
90.30084,129.87395,0
89.94535,141.46532,0
91.354126,125.749916,0
92.93297,131.6107,0
90.72241,127.66992,0
99.42847,119.85098,0
91.03634,126.90625,0
85.01434,133.4722,0
92.57287,125.617134,0
94.7253,124.14251,0
93.55589,124.449005,0
81.225,135.33018,0
91.48062,124.35556,0
89.50962,137.32115,0
92.20123,124.34789,0
89.73689,126.4614,0
91.73781,127.89341,0
91.68494,128.1728,0
89.30955,127.61722,0
93.8056,133.15186,0
90.92598,125.71753,0
89.723045,127.80676,0
90.597015,131.7,0
91.66689,126.48473,0
91.985855,125.39142,0
89.57881,127.87677,0
93.26381,124.06306,0
88.06043,131.7933,0
91.203224,131.20433,0
88.94031,128.59027,0
92.91349,124.28947,0
91.42092,123.7358,0
95.748985,125.22998,0
90.02936,128.44919,0
90.57435,126.70706,0
92.20256,127.66956,0
89.08756,128.57446,0
90.383354,127.698,0
92.227104,125.787544,0
90.9556,127.45779,0
89.48922,127.829666,0
82.96859,146.1739,0
83.30872,134.0176,0
91.27425,146.80496,0
95.44381,132.88893,2
91.012184,128.01912,0
89.60543,126.44845,0
93.646065,136.30931,0
86.33409,130.32697,0
92.71443,106.67353,0
90.48059,133.09505,0
93.59834,143.4666,0
94.45541,125.05767,0
89.489174,129.12376,0
89.208466,129.54173,0
87.54547,129.4718,0
90.71628,127.305466,0
91.11219,126.71368,0
92.14057,134.95496,0
85.19434,133.1117,0
94.366486,123.38812,0
91.41394,108.29914,0
86.29485,130.70528,0
90.84694,133.20258,0
92.12353,140.38148,0
87.464935,138.59312,0
91.46731,128.15416,0
92.32363,127.07702,0
82.80867,143.20529,0
90.67271,126.48948,0
92.89169,127.11303,0
89.52417,129.4996,0
89.99966,128.13156,0
90.877754,129.90532,0
99.25996,123.82504,0
90.97263,107.369095,0
91.133865,130.29239,0
91.06655,126.81127,0
90.82371,126.95588,0
91.93348,124.870155,0
90.17337,128.953,0
92.14662,127.32296,0
81.991615,134.16725,0
91.63747,139.10213,0
88.55643,129.43765,0
91.88553,128.00789,0
91.36257,126.44401,0
83.85725,135.07372,0
90.791115,126.230774,0
90.59174,125.648735,0
88.56472,112.78648,0
86.69897,130.68147,0
90.519516,125.13993,0
90.65141,133.90904,0
91.070755,129.12675,0
93.67015,142.05139,0
90.7303,125.86275,0
92.06673,107.242096,0
88.69815,132.8825,0
91.42982,126.8352,0
89.064186,137.12634,0
91.43956,129.32295,0
89.9344,141.35275,-2
88.10042,131.28679,0
87.5747,130.20792,0
86.08755,131.60619,0
86.62425,132.07132,0
90.697815,127.07849,0
93.02048,133.84442,0
91.34534,137.13942,0
88.89043,128.78561,0
93.48718,139.62186,0
89.19311,130.3573,0
92.849335,126.35505,0
90.73213,109.86302,0
87.7463,131.36827,0
93.01944,125.29049,0
88.62987,128.88986,0
89.68208,128.20848,0
84.79708,138.41295,0
90.82047,120.47342,0
87.28974,132.10039,0
84.0347,144.4215,0
91.215,129.0402,0
94.79016,124.245285,0
87.8166,135.34122,0
82.97248,139.99242,0
86.72546,130.47014,0
93.67243,125.76919,0
90.41955,127.6484,0
91.78015,127.20697,0
82.0844,130.24219,0
90.56625,135.87099,0
92.92301,124.8141,0
89.349556,130.78487,0
94.39577,124.342186,0
88.74359,117.36427,0
91.59166,123.03967,0
91.59284,137.47203,0
89.95226,127.85444,0
92.51878,128.79655,0
89.72418,132.94589,0
91.51467,118.511826,0
80.23367,136.58134,0
90.78029,140.80443,0
81.189095,145.83372,0
91.46245,126.304115,0
92.31329,121.34524,0
89.51158,129.14581,0
89.667305,125.929634,0
89.48304,128.2337,0
87.220055,144.40631,0
91.05957,126.566986,0
83.72832,135.98042,0
82.95661,140.42497,0
90.118744,131.10582,0
89.86284,148.1869,0
97.2278,122.90011,0
86.42191,130.20958,0
89.21455,128.82684,0
92.5117,127.58455,0
82.14658,142.58957,0
91.53883,127.22597,0
87.88193,134.17833,0
90.85302,127.72533,0
94.936516,118.96653,0
89.8636,127.29141,0
92.051445,125.99544,0
83.28092,150.96776,0
85.86779,131.44911,0
91.85968,127.18521,0
91.00956,131.2053,0
89.8961,131.45657,0
88.67293,127.78725,0
91.757996,143.91013,0
93.336586,106.65573,0
91.80081,128.06271,0
91.00063,126.02381,0
93.24131,125.38194,0
91.08559,127.485306,0
94.94699,123.3294,0
90.662384,128.18393,0
94.518936,107.82435,0
90.07385,127.23886,0
96.0324,125.26942,0
92.26007,141.39153,0
91.69645,129.78896,0
85.67279,124.28974,0
89.81156,137.9,0
91.062004,126.7107,0
93.033775,127.76245,0
89.96019,126.67552,0
92.18952,114.901886,0
88.7443,141.70668,0
92.47655,126.922455,0
90.57036,127.5508,0
92.582405,133.5899,0
89.239845,128.91257,0
91.64287,129.97572,0
93.07251,125.76904,0
87.72477,132.53462,0
91.63038,125.5053,0
91.305374,126.31749,0
88.93609,128.86981,0
88.594925,131.9438,0
80.53234,137.15553,0
92.76359,125.774574,0
91.43108,129.20967,0
91.40428,126.92148,0
88.88484,129.51659,0
91.93224,107.642265,0
94.4068,121.44376,0
90.82364,127.377014,0
87.63072,114.123856,0
80.75929,139.85185,0
99.03644,120.125656,0
81.57482,134.34006,0
89.124466,136.41245,0
91.13886,130.7038,0
90.72316,127.54537,0
91.78226,140.95833,0
89.70699,129.63426,0
88.29027,129.19475,0
92.393074,138.06526,0
92.7389,125.48758,0
84.33671,141.08466,0
82.14639,137.97122,0
92.05388,106.683334,0
94.612175,131.04889,0
90.765396,131.28563,0
92.871994,125.85892,0
92.73875,108.00905,0
90.23095,132.17848,0
91.97826,125.257774,0
89.4543,130.44482,0
92.73042,126.832596,0
90.4512,127.966354,0
94.21181,124.880585,0
98.2866,120.38607,0
92.41965,125.61813,0
90.690475,132.55038,0
89.56359,128.64516,0
99.13408,113.88883,0
89.81951,128.01605,0
89.82878,127.44425,0
91.93509,134.82492,0
88.025475,129.76158,0
97.90635,132.83449,0
91.16022,139.10446,0
91.37754,126.63955,0
88.694954,130.53717,0
86.58374,130.95308,0
92.935234,125.46614,0
86.18094,134.6153,0
93.83556,124.549385,0
90.14352,127.563,0
93.3483,124.59746,0
90.29157,112.20122,0
91.92229,126.25381,0
90.29329,144.04129,0
85.70393,144.44704,0
96.7598,121.46268,0
91.74021,125.86658,0
90.4297,123.4089,0
90.00852,133.69044,0
91.115,126.82246,0
92.150444,125.66067,0
89.897095,130.01596,0
92.00339,125.96952,0
91.07742,126.34694,0
90.43047,135.26006,0
90.13584,110.43536,0
87.14254,135.70914,0
93.46486,127.21993,0
91.14648,127.66608,0
88.8242,127.87845,0
90.92409,127.163055,0
91.2634,126.61512,0
91.01076,128.76387,0
92.79547,127.23237,0
83.004906,146.25603,0
96.55626,122.56232,0
91.617165,127.367775,0
96.38565,102.97641,0
91.77758,127.136215,0
91.01618,108.550545,0
93.373856,142.74158,0
92.748,129.3285,0
90.60497,128.48737,0
90.97888,127.678604,0
91.88884,109.313065,0
86.87889,117.2745,0
92.34656,126.92488,0
91.73249,128.32593,0
91.48106,125.65711,0
97.22385,121.43733,0
86.637115,132.49553,0
93.04117,127.69648,0
88.51459,130.40742,0
90.355415,129.47513,0
91.98022,126.96997,0
91.22583,132.94725,0
88.95186,149.39197,0
92.1386,125.599106,0
90.58145,126.82388,0
91.13551,127.042465,0
91.36261,126.429886,0
85.90025,130.17842,0
98.3916,122.396645,0
88.41782,137.77756,0
92.69955,124.284515,0
90.50773,130.33781,0
92.53011,122.77308,0
90.731766,126.73148,0
91.35781,126.60993,0
94.056076,126.20383,0
94.360176,125.809265,0
91.06258,126.196236,0
89.647514,142.99492,0
92.9297,120.29287,0
91.9998,126.285866,0
91.293175,133.67003,0
90.94934,147.34909,0
86.59315,146.97514,0
91.82765,127.13972,0
90.30392,126.79579,0
90.56897,126.89342,0
90.38169,147.05153,0
87.99429,142.90181,0
91.133286,126.41257,0
91.43835,127.806435,0
91.78721,126.70786,0
81.16748,148.79453,0
91.293304,124.9509,0
90.084274,132.96918,0
84.08999,137.76302,0
91.00326,127.63163,0
89.34398,129.0454,0
89.62321,148.82185,0
96.933846,122.848625,0
89.18655,128.64902,0
87.518364,129.83832,0
91.577736,137.95985,0
92.38256,133.39969,0
92.51526,126.4925,0
88.550735,129.68463,0
89.13062,128.85637,0
93.05794,134.58293,0
90.51705,129.6029,0
93.65525,124.647484,0
89.49718,111.23363,0
90.81586,132.98322,0
96.26142,122.601326,0
90.15896,127.0252,0
96.72489,123.83556,0
83.95451,141.46567,0
99.40757,120.945595,0
91.496994,128.9113,0
89.71758,137.21516,0
89.353165,126.31979,0
82.16051,128.60674,0
91.61133,127.991516,0
87.374306,129.9568,0
87.18755,130.09027,0
90.07738,126.91453,0
88.51529,130.93048,0
87.042694,121.04964,0
91.01672,144.41771,0
96.11204,105.66519,0
90.687675,128.5391,0
89.067116,131.85948,0
90.435715,120.716156,0
90.17376,134.2625,0
91.43966,137.68684,0
88.745026,120.598854,0
93.41759,125.55631,0
93.04404,124.979774,0
91.94833,126.16192,0
80.91068,122.69883,0
91.01388,127.09983,0
90.795494,127.5378,0
81.09204,138.7752,0
91.085106,108.74499,0
94.46182,126.1389,0
90.97019,127.47396,0
92.2044,141.30087,0
93.95101,126.74944,0
92.83611,126.756996,0
90.60302,126.006454,0
86.72921,130.16783,0
85.202034,135.64098,0
91.48354,139.10234,0
90.14092,111.23584,0
91.00941,140.23604,0
90.07274,127.764,0
84.49423,115.940216,0
91.85549,125.7,0
91.889946,126.67622,0
90.60667,127.30141,0
91.39345,126.21457,0
86.07781,131.34608,0
91.14453,125.534584,0
89.22591,130.28339,0
89.94727,126.51199,0
90.01019,127.93412,0
91.09254,131.14346,0
80.69711,142.676,0
91.42575,133.16402,0
90.69431,126.39336,0
92.46461,112.67261,0
84.22945,129.6521,0
90.52767,140.59589,0
91.61495,128.95845,0
89.80137,150.08897,0
91.28582,130.68692,0
91.863754,127.419395,0
88.57496,128.64703,0
97.54948,121.67061,0
93.91989,125.09001,0
95.62121,123.566864,0
91.23191,126.99031,0
88.082924,126.9409,0
83.88398,117.53167,0
85.23353,122.62912,0
92.22009,130.24648,0
90.12509,127.64552,0
91.427574,127.10799,0
97.017426,122.147865,0
88.81034,132.12602,0
90.701485,127.61625,0
90.65699,126.023384,0
91.56816,128.245,0
90.7885,132.79103,0
89.00812,133.8621,0
91.52633,134.71532,0
85.14554,131.13445,0
92.29403,127.37102,0
93.633766,130.24348,0
90.87089,125.04598,0
89.98991,127.64563,0
90.04582,128.5983,0
87.61735,129.59192,0
90.45981,144.01219,0
89.38987,129.50551,0
91.16119,126.88311,0
86.612274,131.68454,0
93.709625,125.40806,0
90.95598,127.25764,0
88.48927,131.88731,0
92.89776,123.989586,0
82.16946,134.60533,0
90.69647,127.40981,0
89.06344,123.361725,0
85.133484,138.08409,0
90.40425,125.023796,0
92.094734,127.7575,0
98.93498,121.55266,0
91.02013,125.6395,0
92.69582,131.7208,0
89.846794,128.63481,0
94.25282,105.039375,0
86.859436,151.97182,0
91.88023,135.67435,0
90.3636,127.00659,0
91.95477,126.804375,0
91.58015,127.334206,0
91.43917,126.339264,0
95.960175,122.28273,0
88.243935,125.61086,0
91.60307,140.96484,0
90.38019,128.30057,0
84.90918,149.83144,0
91.46724,127.986015,0
87.11539,147.56313,0
91.183846,125.2041,0
89.15461,129.49382,0
89.36032,128.23819,0
90.64673,137.52916,0
92.2611,133.47746,0
89.695656,127.965004,0
88.68167,130.59752,0
90.75505,141.91531,0
83.70117,143.14597,0
91.348404,127.2348,0
91.215805,126.61435,0
80.729095,146.66902,0
97.13071,121.3557,0
93.61865,141.63956,0
90.92926,126.74612,0
92.53432,125.42127,0
92.63031,111.99599,0
82.079155,136.63196,0
