Zcand_m,Zcand_recoil_m,Zcand_q
89.01869,127.1606,0
90.69984,113.306435,0
92.01108,125.37517,0
86.20059,136.10536,0
97.12917,123.12486,0
94.50231,125.724174,0
89.678276,128.45312,0
89.508224,129.3602,0
88.079414,133.07365,0
89.93465,129.55795,0
91.50565,125.23711,0
94.159996,106.31997,0
91.662346,122.88089,0
94.99916,104.9171,0
90.49002,127.39963,0
92.38115,114.449776,0
85.64627,143.32722,0
90.946335,125.96554,0
90.23254,127.45894,0
96.004875,122.037834,0
90.60031,127.9315,0
85.63482,135.43726,0
93.61376,138.86842,0
89.69564,130.17578,2
90.5952,127.12815,0
87.33699,129.96056,0
81.89272,133.60995,0
92.629814,125.4272,0
88.45881,126.91258,0
88.21609,131.82797,0
91.81204,126.021385,0
91.40478,126.3575,0
90.051414,133.1135,0
90.13239,128.0283,0
92.21406,126.33006,0
88.01409,128.84985,0
91.59012,126.15572,0
91.72601,126.482216,0
92.93384,124.923256,0
91.5026,138.22269,0
87.14656,142.1121,0
91.103355,127.56262,0
90.91843,130.37529,0
90.802826,127.096725,0
88.702415,147.03351,0
92.640305,129.19658,0
90.4701,127.97534,0
91.24451,130.08836,0
91.53225,123.389145,0
99.865166,119.59307,0
92.24671,125.65614,0
91.72707,125.36946,0
89.97716,129.04645,0
92.00665,131.31439,0
93.16278,140.31578,0
90.099144,133.26591,0
91.30913,119.95507,0
92.20829,126.87559,0
90.70003,129.67519,0
83.49503,148.93153,0
98.576515,100.744095,0
91.803635,127.62746,0
86.049515,136.2838,0
92.1534,124.647354,0
85.9147,130.31201,0
90.32432,137.36987,0
94.35521,124.95851,0
91.73511,125.96569,0
91.11651,126.365814,0
91.67062,135.1376,0
93.01445,125.18938,0
89.05561,129.25385,0
92.372765,128.45604,0
95.15052,123.598305,0
91.04518,126.3588,0
92.58819,143.43372,0
93.42664,126.35031,0
96.15266,122.963295,0
84.63424,131.90202,0
89.44187,128.6242,0
94.31953,124.32232,0
95.08124,119.699524,0
91.340866,124.18257,0
89.76215,131.91693,0
90.32452,127.621704,0
95.81083,116.57575,0
91.20458,128.2594,0
89.70397,127.23087,0
91.55473,126.18973,0
91.26786,127.600174,0
92.61514,125.41403,0
92.56031,125.56128,0
91.68935,125.9498,0
91.52593,109.96262,0
89.99587,120.960526,2
91.76624,126.515144,0
91.235565,132.05052,0
89.03566,126.92106,0
89.760216,126.50458,0
90.465965,127.73297,0
89.303894,129.45357,0
99.46744,120.15278,0
91.8612,126.635315,0
92.42433,125.842926,0
90.44882,128.18135,0
96.420074,126.74559,0
93.25654,135.81169,0
86.22714,143.70607,0
92.40468,127.34762,0
88.25632,129.43188,0
91.597755,128.38058,0
88.713165,129.33334,0
89.76651,128.55983,0
91.039406,127.048904,0
93.10351,125.14694,0
92.21378,126.43431,0
81.52654,134.85687,0
93.46777,103.9859,0
87.27126,134.3278,0
93.20031,125.20909,0
90.88378,127.21572,0
90.85589,127.3045,0
91.863846,126.49461,0
80.513695,123.92222,0
92.36453,126.90158,0
88.21551,131.27145,0
98.442566,121.16999,0
91.62819,126.48736,0
88.92523,136.92807,0
89.8187,128.69527,0
90.92484,128.61943,0
89.66016,128.16724,0
92.637764,126.35164,0
97.7589,123.36068,0
88.16114,132.64577,0
91.66162,126.39872,0
91.12406,127.35989,0
93.92747,124.4533,0
90.017265,127.36439,0
83.92746,147.24776,0
93.686584,128.13322,0
94.575714,112.34827,0
95.157875,124.99559,0
89.14358,114.849655,0
91.8358,126.21698,0
81.11647,148.86665,0
94.08824,134.92844,0
91.91026,132.65642,0
88.02858,129.20958,0
88.12644,128.2962,0
91.33517,127.58509,0
93.03647,125.279236,0
86.91333,129.99944,0
91.15041,111.443855,0
92.09085,125.83792,0
88.79087,140.54019,0
86.13787,148.2683,0
92.77263,127.11833,0
90.75541,127.06289,0
89.77989,128.2852,0
91.18003,127.03059,0
83.78415,133.44055,0
96.17272,130.44702,0
90.66527,126.56861,0
85.29765,131.85985,0
91.352486,127.2857,0
91.2189,127.2938,0
90.875145,126.41246,0
91.55457,126.34781,0
92.16626,128.8586,0
90.855034,129.3348,0
91.48374,119.3128,0
86.89439,143.35115,0
92.7649,125.62437,0
85.7139,130.67337,0
94.703964,124.06253,0
92.57497,120.71425,0
82.91166,135.25995,0
84.65424,135.28557,0
91.390114,127.04875,0
92.00408,126.92113,0
96.96866,128.27094,0
93.91631,122.398674,0
89.43324,128.95882,0
89.53298,140.39577,0
88.90378,128.75883,0
92.81066,125.347694,0
90.05906,127.56502,0
92.4523,109.6091,0
89.16763,110.069145,0
89.71456,129.84369,0
91.40859,127.484085,0
90.47487,122.53212,0
90.05866,128.46278,0
91.76134,125.657616,0
90.75892,126.817764,0
88.267525,144.5586,0
91.31874,136.09656,0
90.95998,126.27446,0
92.35605,125.42852,0
90.243004,134.79587,0
92.618095,107.24408,0
91.616325,125.930885,0
90.47145,139.93813,0
89.54948,129.27092,0
87.05592,138.79694,0
94.48192,123.323875,0
90.96687,128.8127,0
88.63599,128.8575,0
95.112625,124.02623,0
89.743576,112.424255,0
91.31278,121.86251,0
91.542015,107.47164,0
90.23321,124.19427,0
86.2739,134.91637,0
91.36271,126.76349,0
88.519005,131.83267,0
90.05626,127.8066,0
92.78108,126.15522,0
91.3877,125.92521,0
91.977295,126.33342,0
95.93687,120.19297,0
91.02711,108.75313,0
91.483116,133.51608,0
91.730286,130.63107,0
90.23132,128.20914,0
89.60034,133.35446,0
85.88151,141.19952,0
89.42583,130.2859,0
93.93425,125.3513,0
90.07261,128.70227,0
90.47923,127.88798,0
90.262146,129.6178,0
88.34532,129.53003,0
91.27445,127.11741,0
91.77174,126.97392,0
84.51293,147.443,0
89.29667,131.81233,0
90.781166,127.94577,0
89.10454,129.04193,0
93.425,125.64071,0
90.10978,141.94894,0
90.70728,127.33127,0
91.943184,132.1156,0
86.2168,131.0254,0
81.530655,149.87082,0
90.20478,127.77926,0
91.677956,126.25595,0
91.173225,128.34329,0
90.23652,111.12105,0
91.77285,126.16589,0
97.27333,126.21722,0
87.71557,130.54929,0
86.61638,124.581955,0
90.363785,125.84396,0
83.92326,137.85983,0
93.721436,124.44021,0
91.78653,124.265495,0
92.07584,126.46904,0
91.6068,126.64549,0
98.40543,121.489944,0
92.495415,125.31499,0
91.092316,126.46334,0
98.11269,127.98542,0
91.41203,127.51685,0
95.63108,111.41121,0
91.276764,129.54567,0
93.827705,124.93388,0
89.40096,138.53372,0
89.64994,129.02817,0
89.126274,129.79665,0
88.09323,131.56094,0
92.78796,125.56608,0
87.285934,129.51639,0
90.49265,130.04362,0
90.654,134.21822,0
91.649216,127.86115,0
90.27282,127.56491,0
88.63065,128.9959,0
91.58119,127.042694,0
89.239136,115.15003,0
90.8375,127.32748,0
94.70086,123.381325,0
92.47799,127.45494,0
88.98232,148.52797,0
88.15099,129.06287,0
91.28487,126.49837,0
92.59258,135.62344,0
98.58229,102.11452,0
83.800224,128.61533,0
90.6202,126.13866,0
97.36774,121.78969,0
94.2394,105.17093,0
89.60684,128.02025,0
90.04989,137.89417,0
92.19399,125.5447,0
81.15289,119.64346,0
92.7565,126.59376,0
90.78793,114.26108,0
86.923454,147.75383,0
93.51641,124.60032,0
84.9102,127.63628,0
89.8726,120.1996,0
88.44667,139.28743,0
95.40581,124.98778,0
91.55578,131.52928,0
92.29806,125.84336,0
99.97302,132.72447,0
90.33741,126.43964,0
92.28007,127.61314,0
92.22962,126.92407,0
91.52597,128.43643,0
91.52589,129.77797,0
90.71211,136.53079,0
91.384766,127.17597,0
91.731224,127.65959,0
89.15621,127.47266,0
90.75032,127.21577,0
93.71246,124.406006,0
90.047,127.44313,0
90.19286,134.582,0
90.69902,111.307495,0
93.48446,138.67868,0
90.711555,128.37039,0
91.18278,135.98572,0
90.11531,126.98487,0
90.171555,127.39967,0
87.33917,138.13887,0
90.234505,147.11595,0
89.472855,129.3274,0
89.959,127.630974,0
91.569626,107.63501,0
92.350685,125.55257,0
90.30616,128.50583,0
90.90479,127.78351,0
92.51803,125.2491,0
89.6435,127.64487,0
92.75705,125.60044,0
90.96849,132.61545,0
92.68359,131.96251,0
91.23323,127.4295,0
97.492935,102.77052,0
92.12039,123.31245,0
88.87107,129.3922,0
88.59047,128.28651,0
90.38033,129.72223,0
91.25634,126.13116,0
88.599014,131.14177,0
88.68602,130.57326,0
92.80492,107.41224,0
89.94074,127.39692,0
92.79745,125.734695,0
91.02882,127.53724,0
92.672874,127.91149,0
83.45005,147.67447,0
90.243,123.482834,0
91.68245,126.36217,0
91.096115,126.80635,0
90.63235,127.39361,0
90.988365,127.48653,0
95.6957,122.617744,0
91.59126,111.45022,0
90.59091,109.31163,0
91.00079,127.162476,0
92.444786,123.53006,0
90.95405,130.93681,0
90.089485,112.02212,0
93.084236,123.94371,0
92.561775,106.77937,0
89.23238,137.0549,0
93.24356,137.53978,0
90.01604,126.837364,0
88.43136,132.40822,0
94.00157,125.3752,0
88.16942,134.21849,0
90.42848,134.18414,0
89.59621,144.14555,0
90.44914,132.44875,0
86.04597,135.3982,0
93.75309,124.5608,0
88.441055,131.43404,0
90.321945,127.51253,0
87.92634,129.53522,0
89.01675,130.77092,0
88.28825,128.80705,0
93.483345,125.45279,0
91.547104,125.80586,0
91.36944,128.71101,0
86.90151,141.72693,0
91.954285,125.597145,0
96.1447,126.30872,0
91.18622,126.44364,0
92.577965,126.55758,0
91.25206,113.37663,0
90.22007,132.69853,0
89.97882,127.65378,0
90.49356,127.174194,0
91.617424,127.8002,0
90.53735,128.13461,0
88.56047,112.86131,0
89.159775,129.22037,0
88.58438,114.962425,0
88.25906,137.32164,0
91.14689,133.30841,0
91.588356,127.44072,0
86.560616,143.93362,0
90.89424,127.540276,0
90.08584,128.50648,0
91.66158,126.50046,0
94.14982,122.79,0
90.46287,128.17656,0
90.10965,124.7812,0
91.205055,127.09294,0
93.710014,125.95767,0
88.76161,132.34769,0
91.69052,126.710815,0
94.99726,124.03131,0
93.575165,125.029465,0
90.35745,127.803535,0
91.486145,133.94786,0
82.42891,136.44904,0
92.08594,125.94298,0
92.50612,126.02182,0
94.269806,125.69559,0
95.37337,123.07065,0
91.241684,127.04571,0
93.96705,144.91115,0
92.368126,125.58886,0
88.55404,130.33495,0
89.13905,127.88795,0
91.04908,131.82767,0
91.08381,137.4449,0
85.32392,131.5981,0
93.80683,106.221375,0
92.61725,107.951,0
89.618286,127.91199,0
92.33991,137.04059,0
91.37337,126.97914,0
90.384315,127.90014,0
91.405594,126.62944,0
86.520386,131.14767,0
90.361305,131.6061,0
91.714195,126.03296,0
94.78459,111.04727,0
91.72305,112.975174,0
84.26409,142.0722,0
88.73431,128.7537,0
91.09668,145.20592,0
93.297615,127.36689,0
92.999115,128.01917,0
91.78086,110.36931,0
90.97801,127.06673,0
90.61801,127.36792,0
89.21306,128.79935,0
91.92083,126.5115,0
90.39601,128.25087,0
93.2558,128.60893,0
86.29122,143.10257,0
91.94424,125.89161,0
89.49141,126.73814,0
92.523544,139.92906,0
90.99886,128.59943,0
92.19198,126.85038,0
91.52824,128.5244,0
88.897446,129.18504,0
91.51044,109.946396,0
91.4572,108.32426,0
92.95471,125.78965,0
94.89806,123.93057,0
95.86536,139.11073,0
88.90509,129.13985,0
89.82992,127.70581,0
91.4299,125.379196,0
90.69452,127.291756,0
91.06058,129.60698,0
96.20285,122.82689,0
88.645515,128.6297,0
93.07059,125.12877,0
89.60005,138.81355,0
96.10726,124.10332,0
87.572945,131.61047,0
86.84049,131.99054,0
91.09715,127.761024,0
89.59963,127.94085,0
90.41571,134.59096,0
93.702614,125.21372,0
89.76423,127.669876,0
90.606895,126.71364,0
94.89696,123.80289,0
85.295456,136.16606,0
91.629585,127.21074,0
91.869446,143.86893,0
88.313644,134.26868,0
91.2862,127.23829,0
86.85604,139.19208,0
93.43049,124.60589,0
91.85022,121.19391,0
89.65457,112.532196,0
89.81319,128.33147,0
93.49989,137.19025,0
90.477554,130.96776,0
91.591,126.6682,0
90.27493,128.52943,0
92.715836,106.15231,0
91.51357,113.01114,0
91.72031,132.4575,0
84.80489,146.97333,0
91.24823,133.13173,0
89.59666,129.98308,0
88.072655,135.60469,0
90.540054,127.49986,0
90.87888,128.28496,0
91.97327,127.12756,0
91.03433,126.347,0
82.86639,118.4732,0
92.926254,127.04675,0
89.84439,141.59697,0
94.15962,135.48718,0
90.14109,126.793816,0
92.52363,129.02716,0
88.99992,132.0879,0
91.4796,127.95408,0
89.64568,128.11803,0
90.644035,111.54686,0
91.56451,127.3755,0
91.067696,129.35641,0
87.857956,131.0609,0
91.24809,132.35948,0
92.24789,125.29961,0
90.51633,127.089584,0
90.38352,127.12098,0
91.692024,147.05392,0
90.3392,127.44204,0
92.271675,124.83886,0
90.239006,131.77657,0
81.25149,139.62119,0
92.08361,126.316086,0
92.896576,129.74782,0
92.59638,124.63711,0
89.571915,128.0541,0
92.40292,124.82472,0
87.25178,135.49585,0
94.629585,144.2859,0
90.34388,127.704025,0
91.134834,126.80884,0
92.0789,126.13437,0
91.81056,133.61201,0
91.67009,140.03801,0
80.36658,145.35286,0
90.33071,127.052536,0
92.50311,125.09847,0
88.71377,128.52449,0
82.104385,136.45618,0
91.1204,124.62525,0
97.566795,122.43325,0
95.18864,123.30008,0
90.73736,126.74205,0
88.63527,128.67337,0
84.86807,135.15468,0
90.25129,109.519035,0
89.60493,128.0413,0
99.3088,119.505135,0
90.04833,127.75929,0
92.659355,140.76442,0
91.11877,113.15269,0
92.13601,135.55188,0
92.125496,124.235374,0
90.176186,127.38662,0
97.159485,125.37654,0
91.6725,127.08839,0
91.24917,123.57811,0
99.992004,124.83318,0
91.64066,125.778305,0
93.3733,124.88276,0
92.81676,126.05805,0
93.49152,126.35902,0
89.40693,135.49939,0
87.95915,130.8529,0
91.64153,126.46148,0
82.56255,133.4123,0
91.59039,126.83301,0
90.543335,128.10709,0
91.38659,126.0718,0
89.88323,128.74507,0
82.350075,134.56407,0
88.73547,138.59897,0
91.96946,125.91512,0
81.93157,134.67438,0
91.638985,126.55362,0
91.979454,126.134285,0
88.75349,129.4886,0
91.4039,128.87923,0
89.66408,129.25673,0
93.18532,125.584045,0
90.00005,126.72014,0
90.00789,129.06183,0
89.48574,132.0926,0
81.78078,146.10803,0
91.8814,126.74375,0
90.97982,108.42816,0
94.623146,104.7686,0
87.724525,131.2618,0
80.29668,139.68556,0
96.89732,142.16898,0
91.600945,129.59198,0
95.92298,123.50187,0
91.65884,126.4859,0
92.4859,123.86619,0
89.58776,140.01823,0
90.98241,127.824615,0
96.521454,122.903694,0
93.32719,125.983315,0
89.159904,137.81859,0
93.94107,139.71057,0
92.60045,132.21724,0
91.56241,134.94887,0
88.88265,129.69635,0
90.06747,112.09436,0
92.630196,126.02619,0
89.39135,128.25511,0
89.10542,129.32765,0
89.97307,130.77234,0
90.448906,129.02002,0
87.920975,140.34064,0
89.521126,130.31218,0
88.29329,130.15013,0
88.43467,134.06155,0
89.09047,128.4715,0
89.64323,128.51454,0
95.47291,125.24119,0
89.79835,147.67671,0
91.585724,125.14023,0
96.4563,122.473915,0
94.04054,124.29156,0
91.34534,126.35789,0
91.77138,133.13211,0
91.63036,127.25047,0
90.583275,127.9892,0
91.66157,127.61891,0
91.9322,118.42107,0
89.86957,130.69594,0
93.706154,124.28818,0
91.09927,126.5823,0
94.024864,137.12582,0
87.001755,144.1857,0
93.90853,128.14604,0
87.673256,131.81892,0
89.73308,127.99483,0
84.706055,138.56348,0
93.02041,125.651215,0
92.86839,128.29901,0
88.50652,139.24411,0
88.544106,129.09677,0
95.494446,103.15316,0
96.81237,105.84968,0
91.93639,126.0277,0
89.45505,133.67087,0
89.73416,128.38676,0
84.506424,141.61313,0
88.58045,129.35706,0
90.89843,126.73934,0
90.87953,127.02036,0
86.548836,130.35423,0
90.56428,134.31389,0
93.88528,124.01044,0
84.66938,134.7629,0
90.09751,129.1891,0
91.57993,114.70549,0
90.890274,127.36311,0
90.75504,137.4819,0
90.92378,126.40253,0
94.453964,124.11946,0
90.98426,129.723,0
91.27041,127.36438,0
94.365326,124.48926,0
88.97882,128.68416,0
86.07251,148.34492,0
81.665985,135.88249,0
91.41659,126.26184,0
90.321526,127.201065,0
91.97914,128.93127,0
93.43731,138.58524,0
90.591095,130.44858,0
91.15921,127.50469,0
94.23796,141.26419,0
86.07401,131.30806,0
92.07189,126.147514,0
89.8973,145.7745,0
99.08541,122.52605,0
92.96493,108.67296,0
95.824684,123.779495,0
92.993965,125.32696,0
90.58056,129.57286,0
93.4487,137.56178,0
90.957466,127.4642,0
88.13987,136.02646,0
84.96179,116.03083,0
89.70566,129.09729,0
92.77272,135.10155,0
91.61889,126.73009,0
89.25754,135.16283,0
91.6445,127.05464,0
92.513115,126.19087,0
90.0985,140.16989,0
91.914024,125.88178,0
91.13547,126.585335,0
91.9751,126.387344,0
91.705734,125.844185,0
89.17866,128.47769,0
91.42809,127.31413,0
90.67041,121.364136,0
98.934265,120.27107,0
97.96223,120.39531,0
95.59284,131.79669,0
94.46207,125.557236,0
90.419174,127.590294,0
89.279396,140.12766,0
87.38576,130.27113,0
87.26487,131.72353,0
94.625694,124.880035,0
93.42935,126.285774,0
88.42588,131.79367,0
80.389114,158.19128,0
94.25653,124.874695,0
91.211494,126.80933,0
92.061325,125.142555,0
96.5188,120.88862,0
86.47403,113.85561,2
89.49633,128.66956,0
92.44375,128.96336,0
83.96169,132.47897,0
92.30154,125.78582,0
90.56492,111.32039,0
93.085014,125.18352,0
90.513306,129.36781,0
86.56921,126.99324,0
89.825195,126.36541,0
85.03898,131.60667,0
90.75975,143.83757,0
91.1418,127.2024,0
89.91228,129.75711,0
91.15899,127.010864,0
90.17561,127.44307,0
91.35561,126.265785,0
90.319016,131.9668,0
91.576256,125.48329,0
92.4295,127.399155,0
88.64612,129.58759,0
91.332794,108.257034,0
90.09237,127.60216,0
89.302864,130.98705,0
90.907776,109.32553,0
87.72861,129.1293,0
84.84397,132.05292,0
88.51922,129.12915,0
92.100624,143.52887,0
91.20827,126.35948,0
90.7627,127.3745,0
90.60889,127.610634,0
90.37007,128.03125,0
92.352936,125.45446,0
89.40927,130.0951,0
98.16222,123.906494,0
97.0495,133.4493,0
94.428894,123.74596,0
86.251724,137.3101,0
91.132385,126.64201,0
90.56869,127.34706,0
87.87329,130.46223,0
89.34307,110.9517,0
80.67548,140.87692,0
93.0556,125.061676,0
91.17082,125.02112,0
90.0899,142.81873,0
86.71876,130.3216,0
90.67671,126.829254,0
91.934204,126.927444,0
92.53871,125.89265,0
82.377556,120.076035,0
93.05406,125.25784,0
90.67026,109.84795,0
93.17372,125.015724,0
84.01417,132.43282,0
92.75884,126.088005,0
81.73165,137.71269,0
93.90376,124.9128,0
85.86305,133.29471,0
96.02031,123.68136,0
91.90421,126.27194,0
82.830414,144.84785,0
91.59956,128.37778,0
99.182625,120.53911,0
85.65278,131.1569,0
88.43553,129.02042,0
94.83494,123.938156,0
92.28599,127.61982,0
93.27484,130.03085,0
92.749985,128.30276,0
85.63578,131.92252,0
95.053734,124.721535,0
87.54938,134.39262,0
91.49773,126.49921,0
90.84176,126.45756,0
90.571945,122.81117,0
93.63262,125.21144,0
90.986176,126.110435,0
88.732445,121.723946,0
90.27725,129.05476,0
83.270065,133.30414,0
83.364174,129.34584,0
89.6419,149.45702,0
90.07251,127.83642,0
98.55755,137.05588,0
91.381676,126.103096,0
82.13066,133.6216,-2
92.53999,125.06672,0
91.19836,127.28722,0
92.082184,125.56696,0
88.14223,129.55846,0
93.64766,124.6885,0
88.46737,131.49722,0
90.13123,127.50761,0
95.20362,124.45027,0
91.066536,125.95534,0
88.65179,127.992455,0
90.92779,126.754395,0
86.62127,123.94273,0
91.28575,115.39178,0
82.49629,144.0133,0
91.02586,133.85562,0
91.03288,109.2035,0
91.05839,126.00635,0
90.165535,127.10503,0
83.012436,133.53194,0
91.59137,126.61094,0
91.286095,121.93196,0
93.300026,125.82948,0
88.24738,129.129,0
91.15309,126.74269,0
93.57622,123.910515,0
80.39851,135.93127,0
93.95956,141.70737,0
86.186134,132.14624,0
91.49315,132.86293,0
92.24975,128.89761,0
92.48752,126.82881,0
92.32419,123.02257,0
86.31607,132.58525,0
91.54899,126.98464,0
93.449265,125.52111,0
87.75624,132.77867,0
91.80553,126.962135,0
90.35186,126.89185,0
89.1549,128.33176,0
92.459785,125.47166,0
90.02545,129.62558,0
91.48983,136.67659,0
89.63752,132.02118,0
90.60117,127.21272,0
89.811554,130.37527,0
84.50541,115.93029,0
90.596886,127.41389,0
90.637695,127.468704,0
89.21899,130.7078,0
91.84358,127.11246,0
80.04541,140.22182,0
80.73226,120.624016,0
90.56342,109.650085,0
91.58989,126.30853,0
88.950066,128.38509,0
92.30293,126.24822,0
97.825516,121.21241,0
90.17075,138.94266,0
80.57541,140.11864,0
86.20768,132.9641,0
88.74542,111.9675,0
89.966064,134.09941,0
87.62228,140.57768,0
87.22327,131.08904,0
91.97048,128.30775,0
91.58126,131.97629,0
96.71838,102.13976,0
90.05749,113.1042,0
90.82225,129.4718,0
96.336105,112.60015,0
94.015305,126.27606,0
92.54441,125.49596,0
89.81146,110.20128,0
91.128876,125.95171,0
88.56928,128.9504,0
91.10292,126.240005,0
96.453674,139.20717,0
93.223465,125.80763,0
92.55104,126.377556,0
91.72512,129.97137,0
84.499596,132.29301,0
87.15064,130.72833,0
99.36073,120.25435,0
93.08679,136.03365,0
91.44969,121.422165,0
91.19606,124.96434,0
92.98121,120.727905,0
86.980835,127.88163,0
91.222984,126.81315,0
81.68133,137.6809,0
92.35396,127.48116,0
93.428154,130.51602,0
88.126366,135.16258,0
90.19699,128.31755,0
91.21738,127.25074,0
92.13168,137.62456,0
84.04681,139.05289,0
90.797844,111.81688,0
91.35293,143.0304,0
91.9693,126.56844,0
81.147766,144.01227,0
83.92367,141.93878,0
89.68515,132.09045,0
91.7255,126.87038,0
90.20964,127.14671,0
90.7451,120.09434,0
91.41141,106.487206,0
95.21454,130.86324,0
87.1748,129.20604,0
93.2684,126.12203,0
91.22776,134.70804,0
91.57791,127.4741,0
88.53642,129.36618,0
85.566635,132.86475,0
91.68097,126.44741,0
90.989044,126.48089,0
91.483116,116.3211,0
93.45761,125.51182,0
90.94357,126.81979,0
93.1532,125.396385,0
87.12328,130.14447,0
90.6675,127.482414,0
91.5802,126.32832,0
91.63508,126.29087,0
91.46115,123.2234,0
88.34286,130.3111,0
98.19372,121.162025,0
95.93833,128.92825,0
92.638176,126.16064,0
89.35088,128.30817,0
97.8941,121.39201,0
89.2485,110.177475,0
95.92251,139.0262,0
87.744934,132.94168,0
92.54632,127.03725,0
91.11803,127.513,0
90.59241,139.20035,0
92.90084,125.477234,0
91.292175,129.45746,0
94.10826,104.8815,0
92.45593,125.55093,0
90.61578,126.879196,0
86.26584,132.45697,0
90.249275,127.550064,0
96.589935,103.172264,0
91.36088,129.27832,0
90.358284,127.330444,0
93.774315,124.50063,0
90.093895,132.6905,0
90.522964,127.32494,0
89.23626,137.39023,0
83.03831,134.9701,0
91.97877,141.53416,0
92.2902,131.36606,0
90.49677,127.89804,0
92.133896,130.2209,0
90.31355,127.89994,0
90.01388,136.7397,0
93.8725,137.20241,0
88.89096,129.64525,0
92.02709,127.60769,0
89.49399,127.90517,0
91.78981,126.795586,0
91.87216,107.70855,0
92.074844,125.880615,0
92.43239,125.94903,0
85.01343,137.13559,0
95.603325,122.450714,0
88.53788,129.55995,0
93.03183,128.75577,0
87.4566,138.79285,0
90.79182,132.913,0
88.598465,129.42284,0
89.25745,128.97395,0
88.16105,143.86565,0
89.61593,129.45808,0
90.54994,130.43355,0
92.44483,125.31302,0
92.50933,125.50002,0
89.69472,126.65274,0
90.96257,127.142845,0
92.94764,106.559456,0
90.75454,113.06266,0
85.127174,131.2497,0
91.12641,127.95688,0
94.7273,123.22027,0
91.09547,135.85507,0
90.906555,137.69052,0
90.49404,127.97003,0
90.39205,127.09983,0
91.66584,107.61763,0
93.25844,125.42355,0
95.9876,126.50451,0
90.90508,127.39402,0
86.79498,132.45193,0
91.31423,127.29092,0
92.545685,137.2215,0
82.329895,136.292,0
90.9677,123.400925,0
91.6289,126.059105,0
90.81845,139.43486,0
86.72401,129.95111,0
93.09627,125.23662,0
90.274,114.33063,0
92.31737,129.48804,0
92.45399,133.5239,0
90.701546,130.8246,0
90.53415,127.801346,0
91.02588,126.07935,0
89.26647,130.77472,0
92.9817,133.78758,0
94.098076,106.25798,0
91.87897,124.5666,0
92.927,126.94931,0
93.17831,124.64684,0
90.145355,128.1502,0
91.70509,126.97027,0
89.43014,129.1004,0
92.397736,129.53133,0
85.816895,136.22998,0
83.752045,131.43457,0
85.15551,138.30536,0
93.172195,127.362404,0
90.527275,127.05235,0
95.199104,138.11516,0
93.09989,126.57329,0
90.43852,128.45638,0
90.37765,127.39993,0
89.685265,128.09698,0
89.90274,110.03023,0
87.63748,127.820465,0
90.46578,130.04962,0
91.805336,125.97682,0
90.37024,123.1329,0
84.871666,138.823,0
91.600845,127.53111,0
89.314064,133.4309,0
88.366554,129.80779,0
91.46916,126.6096,0
91.67523,126.91566,0
88.202614,130.23894,0
92.31407,128.6234,0
91.121056,127.22227,0
88.59147,128.80281,0
90.30355,127.59735,0
94.54312,124.77238,0
98.01312,120.99302,0
97.724625,122.56636,0
92.26897,126.86113,0
91.08886,122.813736,0
83.12895,136.9847,0
91.42784,114.995445,0
82.19585,142.4521,0
84.193375,136.85764,0
90.34501,129.16473,0
89.93016,127.07944,0
89.98266,128.39429,0
91.06655,126.479866,0
93.38015,126.15049,0
91.73915,125.843506,0
92.3077,125.98062,0
91.77401,125.158905,0
92.29902,139.04413,0
89.55443,128.2214,0
90.709526,127.4528,0
92.2169,136.84335,0
91.31,143.59183,0
91.8376,128.10982,0
92.45611,107.51811,0
90.009125,127.65163,0
82.101746,137.87738,0
90.735344,122.813545,0
92.81495,126.53209,0
93.89394,123.981926,0
91.8497,137.57774,0
89.749,128.96364,0
92.16714,126.797676,0
89.79878,128.42348,0
90.630455,128.64555,0
92.23057,125.94346,0
90.943016,127.307755,0
90.81181,140.97278,0
94.13441,125.6096,0
90.51728,139.10172,0
91.017456,109.780426,0
91.07371,127.927795,0
92.98519,125.34326,0
82.26586,138.6035,0
91.23316,126.93306,0
93.00725,135.82533,0
90.82422,126.59371,0
91.51795,120.204544,0
81.93287,135.67006,0
89.535065,128.15724,0
91.92978,144.25842,0
86.06537,121.78824,0
91.33947,126.8958,0
91.15935,143.64923,0
90.93829,126.89176,0
81.91856,142.39842,0
91.075386,115.56781,0
93.13981,135.25043,0
92.66496,127.301834,0
90.66573,129.3912,0
91.45441,126.42308,0
91.37685,129.84442,0
81.1572,138.23721,0
92.35046,106.81805,0
91.97562,129.02966,0
90.5192,128.02097,0
91.98839,125.7018,0
91.80591,129.9364,0
89.88947,128.71553,0
90.21744,128.00774,0
94.84965,123.92776,0
91.33596,126.94932,0
98.38755,118.73931,0
90.15982,127.84326,0
89.45556,123.666405,0
85.46719,144.07204,2
89.684586,128.54466,0
90.24755,127.313095,0
94.581955,127.43155,0
92.15368,127.0786,0
94.02719,124.80985,0
86.92257,135.22235,0
92.52326,106.03268,0
91.66897,126.37251,0
89.91602,109.6561,0
98.81082,102.015144,0
91.41858,126.332375,0
86.695404,130.37923,0
90.7425,126.7466,0
92.10319,125.51602,0
83.18114,134.68361,0
90.47081,127.497574,0
91.381516,126.49036,0
92.170616,127.81877,0
89.6843,108.03074,0
81.74304,145.79532,0
90.42769,137.9009,0
91.79858,126.582115,0
91.00133,126.003296,0
96.65968,121.028656,0
81.72513,134.64275,0
89.67055,129.10172,0
91.7979,126.918526,0
88.16646,134.69379,0
89.91156,125.37219,0
90.86665,127.68087,0
88.1559,128.26619,0
